word,pos,CEFR-J level,exact asset exists,already in curated dictionary,already found by open-world discovery
dioxide,noun,B1,no,no,no
dirt,noun,B1,no,no,no
disability,noun,B1,no,no,no
disagreement,noun,B1,no,no,no
disappointment,noun,B1,no,no,no
disaster,noun,B1,no,no,no
disc jockey,noun,B1,no,no,no
discomfort,noun,B1,no,no,no
discount,noun,B1,no,no,no
discovery,noun,B1,no,no,no
discrimination,noun,B1,no,no,no
disease,noun,B1,no,no,no
dishwasher,noun,B1,yes,no,no
disk,noun,B1,no,no,no
distance,noun,B1,no,no,no
distinction,noun,B1,no,no,no
distribution,noun,B1,no,no,no
district,noun,B1,no,no,no
disturbance,noun,B1,no,no,no
dive,noun,B1,yes,no,no
diver,noun,B1,no,no,no
divide,noun,B1,no,no,no
diving,noun,B1,no,no,no
dj,noun,B1,no,no,no
doc,noun,B1,no,no,no
document,noun,B1,no,no,no
documentary,noun,B1,no,no,no
dolphin,noun,B1,yes,yes,yes
dot,noun,B1,yes,no,no
doze,noun,B1,no,no,no
dozen,noun,B1,no,no,no
dude,noun,B1,no,no,no
dump,noun,B1,yes,no,no
dustbin,noun,B1,yes,yes,no
duty,noun,B1,no,no,no
duvet,noun,B1,yes,no,no
dynasty,noun,B1,no,no,no
eagerness,noun,B1,no,no,no
earache,noun,B1,no,no,no
eco,noun,B1,no,no,no
ecology,noun,B1,no,no,no
economics,noun,B1,no,no,no
economy,noun,B1,no,no,no
ecosystem,noun,B1,no,no,no
ecstasy,noun,B1,no,no,no
edge,noun,B1,yes,no,no
edition,noun,B1,no,no,no
efficiency,noun,B1,no,no,no
elbow,noun,B1,yes,yes,yes
election,noun,B1,no,no,no
electricity,noun,B1,no,no,no
electron,noun,B1,no,no,no
element,noun,B1,no,no,no
embarrassment,noun,B1,no,no,no
emotion,noun,B1,no,no,no
emperor,noun,B1,no,no,no
emphasis,noun,B1,no,no,no
empire,noun,B1,no,no,no
employment,noun,B1,no,no,no
encounter,noun,B1,no,no,no
encouragement,noun,B1,no,no,no
encyclopedia,noun,B1,no,no,no
enemy,noun,B1,no,no,no
engine,noun,B1,yes,yes,no
engineering,noun,B1,no,no,no
englishman,noun,B1,no,no,no
enjoyment,noun,B1,no,no,no
entertainer,noun,B1,no,no,no
enthusiasm,noun,B1,no,no,no
enthusiast,noun,B1,no,no,no
entry,noun,B1,no,no,no
environmentalist,noun,B1,no,no,no
equality,noun,B1,no,no,no
equipment,noun,B1,no,no,no
era,noun,B1,no,no,no
essence,noun,B1,no,no,no
establishment,noun,B1,no,no,no
eternity,noun,B1,no,no,no
examination,noun,B1,no,no,no
examiner,noun,B1,no,no,no
excellence,noun,B1,no,no,no
excess,noun,B1,no,no,no
exchange rate,noun,B1,no,no,no
excitement,noun,B1,no,no,no
existence,noun,B1,no,no,no
exit,noun,B1,yes,no,no
expense,noun,B1,no,no,no
experiment,noun,B1,no,no,no
exploration,noun,B1,no,no,no
explosion,noun,B1,no,no,no
extent,noun,B1,no,no,no
extinction,noun,B1,no,no,no
extra,noun,B1,no,no,no
extreme sports,noun,B1,no,no,no
eyesight,noun,B1,no,no,no
facility,noun,B1,no,no,no
failure,noun,B1,no,no,no
fair,noun,B1,no,no,no
fall,noun,B1,yes,no,no
fancy,noun,B1,no,no,no
fantasy,noun,B1,no,no,no
farewell,noun,B1,no,no,no
farming,noun,B1,no,no,no
farmland,noun,B1,no,no,no
fax,noun,B1,no,no,no
feast,noun,B1,no,no,no
fellow,noun,B1,no,no,no
ferry,noun,B1,yes,yes,no
fifth,noun,B1,no,no,no
filling,noun,B1,no,no,no
film-maker,noun,B1,no,no,no
filter,noun,B1,no,no,no
finding,noun,B1,no,no,no
fine,noun,B1,no,no,no
finger,noun,B1,yes,yes,no
fire station,noun,B1,yes,yes,no
firefighter,noun,B1,yes,yes,no
firework,noun,B1,yes,yes,no
firm,noun,B1,no,no,no
first floor,noun,B1,no,no,no
first lady,noun,B1,no,no,no
fitness,noun,B1,no,no,no
flavor,noun,B1,no,no,no
flock,noun,B1,no,no,yes
flow,noun,B1,no,no,no
flu,noun,B1,no,no,no
flute,noun,B1,yes,yes,yes
fold,noun,B1,yes,no,no
folk,noun,B1,no,no,no
fondness,noun,B1,no,no,no
foot,noun,B1,yes,no,no
forecast,noun,B1,yes,yes,no
forehead,noun,B1,yes,yes,yes
format,noun,B1,no,no,no
formula,noun,B1,no,no,no
fortnight,noun,B1,no,no,no
foundation,noun,B1,no,no,no
fountain,noun,B1,yes,yes,no
fragment,noun,B1,no,no,no
freezer,noun,B1,yes,yes,no
frequency,noun,B1,no,no,no
freshman,noun,B1,no,no,no
friendliness,noun,B1,no,no,no
fright,noun,B1,no,no,no
frost,noun,B1,yes,yes,yes
frustration,noun,B1,no,no,no
frying pan,noun,B1,yes,no,no
fuel,noun,B1,no,no,no
full stop,noun,B1,no,no,no
function,noun,B1,no,no,no
fund,noun,B1,no,no,no
funeral,noun,B1,no,no,no
fur,noun,B1,yes,yes,yes
fuss,noun,B1,no,no,no
gain,noun,B1,no,no,no
gall,noun,B1,no,no,no
gallon,noun,B1,no,no,no
gap,noun,B1,no,no,no
gardening,noun,B1,yes,no,no
garment,noun,B1,no,no,no
gene,noun,B1,no,no,no
general,noun,B1,no,no,no
genetics,noun,B1,no,no,no
gentleman,noun,B1,no,no,no
geography,noun,B1,no,no,no
geology,noun,B1,yes,no,no
gesture,noun,B1,no,no,no
giggle,noun,B1,yes,no,no
ginger,noun,B1,yes,no,no
giraffe,noun,B1,yes,yes,no
glance,noun,B1,yes,no,no
glide,noun,B1,yes,no,no
glimpse,noun,B1,no,no,no
glint,noun,B1,no,no,no
glory,noun,B1,no,no,no
go,noun,B1,no,no,no
goalkeeper,noun,B1,yes,no,no
goddess,noun,B1,no,no,no
golfer,noun,B1,no,no,no
goods,noun,B1,no,no,no
gorilla,noun,B1,yes,yes,no
gossip,noun,B1,no,no,no
governor,noun,B1,no,no,no
gown,noun,B1,yes,yes,yes
graduate,noun,B1,no,no,no
graduation,noun,B1,no,no,no
grant,noun,B1,no,no,no
graph,noun,B1,no,no,no
graphics,noun,B1,no,no,no
gratitude,noun,B1,no,no,no
grave,noun,B1,no,no,no
gravy,noun,B1,yes,no,no
greenhouse,noun,B1,yes,yes,yes
greeting,noun,B1,no,no,no
grill,noun,B1,yes,no,no
groom,noun,B1,yes,no,no
ground floor,noun,B1,no,no,no
grouping,noun,B1,no,no,no
growth,noun,B1,no,no,no
guarantee,noun,B1,no,no,no
guess,noun,B1,yes,no,no
guidance,noun,B1,no,no,no
guide,noun,B1,yes,yes,no
guilt,noun,B1,no,no,no
guitarist,noun,B1,no,no,no
gym,noun,B1,yes,yes,no
gymnastics,noun,B1,no,no,no
habitat,noun,B1,no,no,no
hairdresser,noun,B1,no,no,no
hairdryer,noun,B1,yes,no,no
hammer,noun,B1,yes,yes,yes
handball,noun,B1,no,no,no
handkerchief,noun,B1,yes,yes,no
handshake,noun,B1,yes,no,no
handwriting,noun,B1,no,no,no
harbor,noun,B1,yes,yes,no
hardship,noun,B1,no,no,no
harness,noun,B1,yes,no,yes
hatch,noun,B1,yes,yes,no
hate,noun,B1,no,no,no
hatred,noun,B1,no,no,no
haunt,noun,B1,no,no,no
haven,noun,B1,no,no,no
hazard,noun,B1,no,no,no
headline,noun,B1,no,no,no
hearing,noun,B1,no,no,no
heart attack,noun,B1,no,no,no
heater,noun,B1,no,no,no
heaven,noun,B1,no,no,no
heel,noun,B1,yes,yes,yes
height,noun,B1,no,no,no
helmet,noun,B1,yes,yes,yes
herd,noun,B1,yes,no,yes
hip,noun,B1,yes,no,yes
historian,noun,B1,no,no,no
hit,noun,B1,yes,no,no
hiv,noun,B1,no,no,no
honesty,noun,B1,no,no,no
honeymoon,noun,B1,no,no,no
hop,noun,B1,yes,no,no
horizon,noun,B1,no,no,no
horn,noun,B1,yes,yes,yes
hostel,noun,B1,no,no,no
household,noun,B1,no,no,no
housework,noun,B1,no,no,no
human,noun,B1,no,no,no
humanity,noun,B1,no,no,no
humor,noun,B1,no,no,no
hunger,noun,B1,no,no,no
hunt,noun,B1,yes,no,no
hut,noun,B1,yes,yes,no
ice hockey,noun,B1,no,no,no
ice skating,noun,B1,no,no,no
identity,noun,B1,no,no,no
identity card,noun,B1,no,no,no
idiom,noun,B1,no,no,no
idol,noun,B1,no,no,no
illness,noun,B1,no,no,no
immigration,noun,B1,no,no,no
impression,noun,B1,no,no,no
improvement,noun,B1,no,no,no
incident,noun,B1,no,no,no
income,noun,B1,no,no,no
increase,noun,B1,no,no,no
indefinite article,noun,B1,no,no,no
industry,noun,B1,no,no,no
infection,noun,B1,no,no,no
infinitive,noun,B1,no,no,no
ingredient,noun,B1,no,no,no
inhabitant,noun,B1,no,no,no
initial,noun,B1,no,no,no
injury,noun,B1,no,no,no
ink,noun,B1,no,no,no
innovator,noun,B1,no,no,no
inquiry,noun,B1,no,no,no
inscription,noun,B1,no,no,no
insight,noun,B1,no,no,no
inspection,noun,B1,no,no,no
instance,noun,B1,no,no,no
institute,noun,B1,no,no,no
instruction,noun,B1,no,no,no
instructor,noun,B1,no,no,no
insurance,noun,B1,no,no,no
intention,noun,B1,no,no,no
interaction,noun,B1,no,no,no
intermission,noun,B1,no,no,no
interval,noun,B1,no,no,no
interviewee,noun,B1,no,no,no
introduction,noun,B1,no,no,no
invasion,noun,B1,no,no,no
investigation,noun,B1,no,no,no
invitation,noun,B1,yes,yes,no
iron,noun,B1,yes,yes,no
ironing,noun,B1,no,no,no
isle,noun,B1,no,no,no
isolation,noun,B1,no,no,no
ivory,noun,B1,no,no,no
jade,noun,B1,no,no,no
jail,noun,B1,no,no,no
jar,noun,B1,yes,yes,no
jazz,noun,B1,no,no,no
jewel,noun,B1,yes,yes,no
jogging,noun,B1,no,no,no
journal,noun,B1,no,no,no
journalist,noun,B1,no,no,no
judge,noun,B1,no,no,no
judgment,noun,B1,no,no,no
jug,noun,B1,yes,yes,no
jumper,noun,B1,yes,yes,no
jungle,noun,B1,yes,yes,no
justice,noun,B1,no,no,no
kettle,noun,B1,yes,yes,yes
keyboard,noun,B1,yes,yes,no
killing,noun,B1,no,no,no
kindness,noun,B1,no,no,no
kitten,noun,B1,yes,yes,no
lab,noun,B1,no,no,no
laboratory,noun,B1,no,no,no
ladder,noun,B1,yes,yes,yes
lamb,noun,B1,yes,yes,no
land,noun,B1,yes,no,no
landlord,noun,B1,no,no,no
latecomer,noun,B1,no,no,no
laugh,noun,B1,yes,no,no
laughter,noun,B1,no,no,no
layer,noun,B1,no,no,no
leadership,noun,B1,no,no,no
league,noun,B1,no,no,no
leave,noun,B1,yes,no,no
lecture,noun,B1,no,no,no
length,noun,B1,no,no,no
lettuce,noun,B1,yes,yes,no
liar,noun,B1,no,no,no
liberation,noun,B1,no,no,no
librarian,noun,B1,yes,yes,no
lie,noun,B1,yes,no,no
lifeguard,noun,B1,yes,yes,no
lift,noun,B1,yes,no,no
lighter,noun,B1,no,no,no
lightning,noun,B1,yes,yes,yes
likeness,noun,B1,no,no,no
limit,noun,B1,no,no,no
limitation,noun,B1,no,no,no
link,noun,B1,no,no,no
liquid,noun,B1,no,no,no
literature,noun,B1,no,no,no
liver,noun,B1,no,no,no
loaf,noun,B1,no,no,no
location,noun,B1,no,no,no
lodge,noun,B1,no,no,no
log,noun,B1,yes,yes,no
logic,noun,B1,no,no,no
logo,noun,B1,no,no,no
lorry,noun,B1,yes,yes,no
loss,noun,B1,no,no,no
lottery,noun,B1,no,no,no
loudspeaker,noun,B1,no,no,no
loyalty,noun,B1,no,no,no
luggage,noun,B1,yes,yes,yes
lung,noun,B1,yes,no,yes
luxury,noun,B1,no,no,no
magician,noun,B1,no,no,no
mailbox,noun,B1,yes,yes,no
maintenance,noun,B1,no,no,no
majority,noun,B1,no,no,no
management,noun,B1,no,no,no
mankind,noun,B1,no,no,no
maple,noun,B1,yes,yes,no
marble,noun,B1,yes,yes,no
marriage,noun,B1,no,no,no
mathematician,noun,B1,no,no,no
mathematics,noun,B1,no,no,no
maximum,noun,B1,no,no,no
mayor,noun,B1,no,no,no
measure,noun,B1,yes,no,no
measurement,noun,B1,no,no,no
mechanic,noun,B1,yes,no,no
meditation,noun,B1,no,no,no
mediterranean,noun,B1,no,no,no
medium,noun,B1,no,no,no
membership,noun,B1,no,no,no
merchant,noun,B1,no,no,no
mess,noun,B1,no,no,no
message board,noun,B1,no,no,no
mile,noun,B1,no,no,no
mineral,noun,B1,no,no,no
minimum,noun,B1,no,no,no
minority,noun,B1,no,no,no
miracle,noun,B1,no,no,no
mischief,noun,B1,no,no,no
misery,noun,B1,no,no,no
mission,noun,B1,no,no,no
misunderstanding,noun,B1,no,no,no
mixing bowl,noun,B1,yes,yes,yes
modal verb,noun,B1,no,no,no
modem,noun,B1,no,no,no
moisture,noun,B1,no,no,no
molecule,noun,B1,no,no,yes
monitor,noun,B1,yes,no,no
monk,noun,B1,no,no,no
monster,noun,B1,no,no,no
monument,noun,B1,no,no,no
moral,noun,B1,no,no,no
mosquito,noun,B1,yes,yes,no
moss,noun,B1,yes,yes,no
motherland,noun,B1,no,no,no
motivation,noun,B1,no,no,no
motive,noun,B1,no,no,no
motor,noun,B1,no,no,no
motorcycle,noun,B1,yes,yes,no
motto,noun,B1,no,no,no
mount,noun,B1,yes,no,no
mountaintop,noun,B1,no,no,no
movement,noun,B1,no,no,no
mud,noun,B1,no,no,no
mule,noun,B1,no,no,no
murderer,noun,B1,no,no,no
muscle,noun,B1,yes,no,yes
mustard,noun,B1,yes,yes,no
myth,noun,B1,no,no,no
nail,noun,B1,yes,yes,yes
nap,noun,B1,yes,no,no
nationalist,noun,B1,no,no,no
necklace,noun,B1,yes,yes,no
nectar,noun,B1,yes,yes,no
needle,noun,B1,yes,yes,yes
negotiation,noun,B1,no,no,no
neighborhood,noun,B1,no,no,no
nephew,noun,B1,no,no,no
nervousness,noun,B1,no,no,no
ness,noun,B1,no,no,no
net,noun,B1,yes,yes,yes
network,noun,B1,no,no,no
newcomer,noun,B1,no,no,no
nickname,noun,B1,no,no,no
niece,noun,B1,no,no,no
nightlife,noun,B1,no,no,no
nod,noun,B1,yes,no,no
nonsense,noun,B1,no,no,no
northeast,noun,B1,no,no,no
northwest,noun,B1,no,no,no
noticeboard,noun,B1,no,no,no
notion,noun,B1,no,no,no
novelist,noun,B1,no,no,no
nucleus,noun,B1,no,no,no
nutrient,noun,B1,no,no,no
nutrition,noun,B1,no,no,no
object,noun,B1,no,no,no
objection,noun,B1,no,no,no
objective,noun,B1,no,no,no
observation,noun,B1,no,no,no
obstacle,noun,B1,no,no,no
occasion,noun,B1,no,no,no
ocean,noun,B1,yes,yes,no
opening,noun,B1,no,no,no
operation,noun,B1,no,no,no
opposite,noun,B1,no,no,no
opposition,noun,B1,no,no,no
oppression,noun,B1,no,no,no
option,noun,B1,no,no,no
oral,noun,B1,no,no,no
orbit,noun,B1,yes,yes,yes
orchestra,noun,B1,yes,yes,yes
organ,noun,B1,no,no,no
organism,noun,B1,no,no,no
organization,noun,B1,no,no,no
origin,noun,B1,no,no,no
outlaw,noun,B1,no,no,no
overwork,noun,B1,no,no,no
oxygen,noun,B1,no,no,no
pace,noun,B1,no,no,no
package,noun,B1,yes,yes,no
packing,noun,B1,no,no,no
paddle,noun,B1,yes,yes,yes
pain,noun,B1,no,no,no
palm,noun,B1,yes,yes,yes
parachute,noun,B1,yes,yes,no
paradise,noun,B1,no,no,no
parcel,noun,B1,yes,yes,no
parking,noun,B1,no,no,no
parrot,noun,B1,yes,yes,no
participant,noun,B1,no,no,no
participle,noun,B1,no,no,no
passion,noun,B1,no,no,no
passport,noun,B1,yes,yes,yes
password,noun,B1,no,no,no
patience,noun,B1,no,no,no
patrol,noun,B1,no,no,no
pattern,noun,B1,no,no,yes
pause,noun,B1,yes,no,no
peanut,noun,B1,yes,yes,no
penny,noun,B1,no,no,no
percent,noun,B1,no,no,no
performer,noun,B1,no,no,no
pharmacy,noun,B1,yes,yes,no
phenomenon,noun,B1,no,no,no
philosopher,noun,B1,no,no,no
philosophy,noun,B1,no,no,no
phoenix,noun,B1,no,no,no
photocopy,noun,B1,no,no,no
phrasal verb,noun,B1,no,no,no
phrase,noun,B1,no,no,no
physics,noun,B1,no,no,no
pick,noun,B1,yes,no,no
pie,noun,B1,yes,yes,no
piety,noun,B1,no,no,no
pillow,noun,B1,yes,yes,no
pineapple,noun,B1,yes,yes,no
pipe,noun,B1,yes,yes,yes
pit,noun,B1,yes,no,no
plastic,noun,B1,no,no,no
platform,noun,B1,yes,yes,no
plug,noun,B1,yes,yes,no
pocket money,noun,B1,no,no,no
poet,noun,B1,no,no,no
poetry,noun,B1,no,no,no
poison,noun,B1,no,no,no
pole,noun,B1,yes,yes,no
policy,noun,B1,no,no,no
politician,noun,B1,no,no,no
politics,noun,B1,no,no,no
pollutant,noun,B1,no,no,no
pond,noun,B1,yes,yes,no
popcorn,noun,B1,yes,yes,no
pork,noun,B1,no,no,no
port,noun,B1,yes,yes,no
possession,noun,B1,no,no,no
possibility,noun,B1,no,no,no
postcard,noun,B1,yes,yes,no
postman,noun,B1,no,no,no
pot,noun,B1,yes,yes,no
potential,noun,B1,no,no,no
pottery,noun,B1,yes,yes,no
pound,noun,B1,yes,no,no
poverty,noun,B1,no,no,no
powder,noun,B1,yes,yes,no
praise,noun,B1,no,no,no
prayer,noun,B1,no,no,no
preference,noun,B1,no,no,no
prefix,noun,B1,no,no,no
prejudice,noun,B1,no,no,no
preparation,noun,B1,no,no,no
preposition,noun,B1,no,no,no
prescription,noun,B1,no,no,no
presence,noun,B1,no,no,no
presentation,noun,B1,yes,yes,no
preservation,noun,B1,no,no,no
president,noun,B1,no,no,no
press,noun,B1,yes,no,yes
priest,noun,B1,no,no,no
primary school,noun,B1,no,no,no
principle,noun,B1,no,no,no
print,noun,B1,yes,no,no
prison,noun,B1,yes,yes,no
prisoner,noun,B1,no,no,no
privacy,noun,B1,no,no,no
prize,noun,B1,no,no,no
probability,noun,B1,no,no,no
process,noun,B1,no,no,no
procrastination,noun,B1,no,no,no
producer,noun,B1,no,no,no
profession,noun,B1,no,no,no
professor,noun,B1,no,no,no
progress,noun,B1,no,no,no
prohibition,noun,B1,no,no,no
promotion,noun,B1,no,no,no
pronoun,noun,B1,no,no,no
proof,noun,B1,no,no,no
property,noun,B1,no,no,no
proportion,noun,B1,no,no,no
proposal,noun,B1,no,no,no
prosperity,noun,B1,no,no,no
protection,noun,B1,no,no,no
protest,noun,B1,no,no,no
proverb,noun,B1,no,no,no
pub,noun,B1,no,no,no
public transport,noun,B1,no,no,no
publisher,noun,B1,no,no,no
pullover,noun,B1,no,no,no
pump,noun,B1,yes,no,no
punishment,noun,B1,no,no,no
pupil,noun,B1,no,no,no
puppy,noun,B1,yes,yes,no
purse,noun,B1,yes,yes,no
push,noun,B1,yes,no,no
puzzle,noun,B1,yes,yes,no
quake,noun,B1,no,no,no
quantity,noun,B1,no,no,no
question mark,noun,B1,no,no,no
questionnaire,noun,B1,no,no,no
queue,noun,B1,yes,no,no
race,noun,B1,yes,yes,no
radiation,noun,B1,no,no,no
rage,noun,B1,no,no,no
rail,noun,B1,yes,yes,yes
railroad,noun,B1,no,no,no
railway,noun,B1,yes,yes,no
rainfall,noun,B1,no,no,no
rainforest,noun,B1,no,no,no
rank,noun,B1,no,no,no
raspberry,noun,B1,yes,yes,yes
ration,noun,B1,no,no,no
razor,noun,B1,yes,yes,yes
reach,noun,B1,yes,no,no
reality,noun,B1,no,no,no
reception,noun,B1,no,no,no
record,noun,B1,yes,no,no
recording,noun,B1,no,no,no
recovery,noun,B1,no,no,no
recycling,noun,B1,no,no,no
reduction,noun,B1,no,no,no
reef,noun,B1,no,no,no
referee,noun,B1,yes,no,no
reflection,noun,B1,no,no,no
refreshments,noun,B1,no,no,no
refund,noun,B1,no,no,no
refusal,noun,B1,no,no,no
refuse,noun,B1,no,no,no
region,noun,B1,no,no,no
register,noun,B1,no,no,no
registration,noun,B1,no,no,no
regulation,noun,B1,no,no,no
relation,noun,B1,no,no,no
relationship,noun,B1,no,no,no
relative,noun,B1,no,no,no
religion,noun,B1,no,no,no
remainder,noun,B1,no,no,no
remedy,noun,B1,no,no,no
remembrance,noun,B1,no,no,no
remote control,noun,B1,yes,no,no
representative,noun,B1,no,no,no
republic,noun,B1,no,no,no
reputation,noun,B1,no,no,no
requirement,noun,B1,no,no,no
rescue,noun,B1,yes,yes,no
researcher,noun,B1,no,no,no
reservation,noun,B1,no,no,no
reserve,noun,B1,no,no,no
resort,noun,B1,no,no,no
resource,noun,B1,no,no,no
respect,noun,B1,no,no,no
responsibility,noun,B1,no,no,no
rest,noun,B1,yes,no,no
retail,noun,B1,no,no,no
retrospect,noun,B1,no,no,no
reunification,noun,B1,no,no,no
revision,noun,B1,no,no,no
reward,noun,B1,no,no,no
rise,noun,B1,no,no,no
risk,noun,B1,no,no,no
roadside,noun,B1,no,no,no
robot,noun,B1,yes,yes,yes
round,noun,B1,no,no,no
routine,noun,B1,no,no,no
rubber,noun,B1,yes,yes,no
rubbish,noun,B1,no,no,no
ruin,noun,B1,no,no,no
runaway,noun,B1,no,no,no
runway,noun,B1,yes,yes,yes
sadness,noun,B1,no,no,no
safari,noun,B1,no,no,no
safeguard,noun,B1,no,no,no
safety,noun,B1,no,no,no
salesman,noun,B1,no,no,no
salmon,noun,B1,yes,yes,no
sand,noun,B1,yes,yes,no
sandal,noun,B1,yes,yes,yes
satellite,noun,B1,yes,yes,yes
satisfaction,noun,B1,no,no,no
saucepan,noun,B1,yes,yes,no
saucer,noun,B1,yes,yes,no
scan,noun,B1,yes,no,no
scholar,noun,B1,no,no,no
scholarship,noun,B1,no,no,no
schoolmate,noun,B1,no,no,no
schoolteacher,noun,B1,no,no,no
science fiction,noun,B1,no,no,no
scope,noun,B1,no,no,no
score,noun,B1,yes,no,no
scratch,noun,B1,yes,no,no
sculpture,noun,B1,no,no,no
season,noun,B1,yes,no,no
seawater,noun,B1,no,no,no
seaweed,noun,B1,yes,yes,yes
secondary school,noun,B1,no,no,no
security,noun,B1,yes,no,no
selection,noun,B1,no,no,no
sensation,noun,B1,no,no,no
separation,noun,B1,no,no,no
sequence,noun,B1,no,no,no
series,noun,B1,no,no,no
server,noun,B1,no,no,no
service,noun,B1,no,no,no
session,noun,B1,no,no,no
setting,noun,B1,no,no,no
settlement,noun,B1,no,no,no
settler,noun,B1,no,no,no
sex,noun,B1,no,no,no
shame,noun,B1,no,no,no
sheet,noun,B1,no,no,no
shelter,noun,B1,yes,yes,no
sheriff,noun,B1,no,no,no
shopper,noun,B1,no,no,no
shortage,noun,B1,no,no,no
shrimp,noun,B1,yes,yes,yes
sickness,noun,B1,no,no,no
sidewalk,noun,B1,yes,yes,no
sigh,noun,B1,yes,no,no
signal,noun,B1,no,no,yes
signature,noun,B1,no,no,no
significance,noun,B1,no,no,no
signpost,noun,B1,no,no,no
silk,noun,B1,yes,no,yes
similarity,noun,B1,no,no,no
single,noun,B1,no,no,no
skeleton,noun,B1,yes,yes,no
skin,noun,B1,no,no,no
skyscraper,noun,B1,yes,yes,no
slavery,noun,B1,no,no,no
sleep,noun,B1,yes,no,no
sleeve,noun,B1,yes,yes,no
slight,noun,B1,no,no,no
slip,noun,B1,yes,no,no
slogan,noun,B1,no,no,no
slope,noun,B1,yes,yes,no
slot,noun,B1,no,no,no
smoker,noun,B1,yes,no,no
sneeze,noun,B1,yes,no,no
snowboard,noun,B1,yes,no,no
snowstorm,noun,B1,no,no,no
soap opera,noun,B1,no,no,no
social networking,noun,B1,no,no,no
sophomore,noun,B1,no,no,no
sorrow,noun,B1,no,no,no
sort,noun,B1,yes,no,no
soul,noun,B1,no,no,no
southeast,noun,B1,no,no,no
southwest,noun,B1,no,no,no
souvenir,noun,B1,no,no,no
sparkle,noun,B1,no,no,no
specialist,noun,B1,no,no,no
spectator,noun,B1,no,no,no
spelling,noun,B1,no,no,no
sphere,noun,B1,no,no,no
spice,noun,B1,yes,no,no
spider,noun,B1,yes,yes,no
spinach,noun,B1,yes,yes,no
spirit,noun,B1,no,no,no
split,noun,B1,yes,no,no
sponge,noun,B1,yes,yes,no
sponsor,noun,B1,no,no,no
sportsmanship,noun,B1,no,no,no
stall,noun,B1,no,no,no
standard,noun,B1,no,no,no
status,noun,B1,no,no,no
stay,noun,B1,no,no,no
steam,noun,B1,yes,yes,no
steel,noun,B1,yes,yes,no
sticker,noun,B1,yes,yes,no
storage,noun,B1,no,no,no
storyteller,noun,B1,no,no,no
strain,noun,B1,yes,no,no
straw,noun,B1,yes,no,no
strawberry,noun,B1,yes,yes,no
stream,noun,B1,no,no,no
stress,noun,B1,no,no,no
strip,noun,B1,no,no,no
stripe,noun,B1,no,no,no
struggle,noun,B1,no,no,no
studio,noun,B1,no,no,no
submarine,noun,B1,yes,yes,no
substitute,noun,B1,no,no,no
suffix,noun,B1,no,no,no
suicide,noun,B1,no,no,no
summit,noun,B1,no,no,no
sundial,noun,B1,no,no,no
sunrise,noun,B1,yes,yes,no
sunset,noun,B1,no,no,no
superstition,noun,B1,no,no,no
supply,noun,B1,no,no,no
supporter,noun,B1,no,no,no
surface,noun,B1,yes,yes,no
surgeon,noun,B1,no,no,no
surgery,noun,B1,no,no,no
survival,noun,B1,no,no,no
survivor,noun,B1,no,no,no
suspect,noun,B1,no,no,no
suspicion,noun,B1,no,no,no
swarm,noun,B1,no,no,no
sweat,noun,B1,no,no,no
sweatshirt,noun,B1,no,no,no
swimmer,noun,B1,no,no,no
switch,noun,B1,yes,no,yes
sword,noun,B1,yes,yes,yes
sympathy,noun,B1,no,no,no
symptom,noun,B1,no,no,no
syndrome,noun,B1,no,no,no
tablet,noun,B1,yes,no,no
take,noun,B1,yes,no,no
takeaway,noun,B1,no,no,no
takeoff,noun,B1,no,no,no
tale,noun,B1,no,no,no
talk,noun,B1,yes,no,no
tank,noun,B1,yes,yes,yes
taste,noun,B1,yes,no,no
tax,noun,B1,no,no,no
teaching,noun,B1,no,no,no
teammate,noun,B1,yes,yes,no
teamwork,noun,B1,yes,no,no
tease,noun,B1,no,no,no
technique,noun,B1,no,no,no
teen,noun,B1,no,no,no
telecommunications,noun,B1,no,no,no
telegram,noun,B1,no,no,no
teller,noun,B1,no,no,no
temper,noun,B1,no,no,no
tendency,noun,B1,no,no,no
tense,noun,B1,no,no,no
tension,noun,B1,no,no,no
tent,noun,B1,yes,yes,no
term,noun,B1,no,no,no
terminal,noun,B1,no,no,no
terror,noun,B1,no,no,no
terrorism,noun,B1,no,no,no
terrorist,noun,B1,no,no,no
theft,noun,B1,no,no,no
theory,noun,B1,no,no,no
threat,noun,B1,no,no,no
thriller,noun,B1,no,no,no
thumb,noun,B1,yes,yes,no
thunder,noun,B1,yes,yes,yes
tick,noun,B1,no,no,no
tide,noun,B1,no,no,no
tile,noun,B1,yes,yes,no
tin,noun,B1,no,no,no
tissue,noun,B1,no,no,no
tobacco,noun,B1,no,no,no
tongue,noun,B1,yes,yes,yes
toothpaste,noun,B1,yes,yes,yes
tornado,noun,B1,yes,yes,yes
total,noun,B1,no,no,no
tourism,noun,B1,no,no,no
tournament,noun,B1,no,no,no
trace,noun,B1,yes,no,no
tracksuit,noun,B1,no,no,no
traffic jam,noun,B1,no,no,no
tragedy,noun,B1,no,no,no
trail,noun,B1,yes,yes,no
transformation,noun,B1,no,no,no
transport,noun,B1,no,no,no
transportation,noun,B1,no,no,no
trash,noun,B1,no,no,no
travel agent,noun,B1,no,no,no
treat,noun,B1,yes,no,no
treatment,noun,B1,no,no,no
trend,noun,B1,no,no,no
trigger,noun,B1,no,no,no
trim,noun,B1,yes,no,no
triumph,noun,B1,no,no,no
trumpet,noun,B1,yes,yes,yes
